ID,Legacy ID,Name,Coder Initials,Notes,Org to plot link,,,
22,PlotAUS8,ATM Robbery 2011,CG,money went to ISIS,"OrgINT41 ""Financial/Logistical Supporter of"" PlotAUS8",,,
23,PlotAUS9,Siddiq-Conlon Mardi Gras Threats 2012,CG,no links,,,,
24,PlotBEL1,Maaseik Cell 2005,CG,,"OrgINT48 ""Director of"" PlotBEL1",,,
25,PlotBEL10,Rida Mosque Firebombing 2012,CG,no links,,,,
26,PlotBEL11,Molenbeek Police Attacks 2012,CG,,"OrgBEL2 ""Inspiration for"" PlotBEL11",,,
27,PlotBEL12,Filieres Afghanes European Targets and Recruitment 2012,CG,no links,,,,
28,PlotBEL13,Borgerhout anti-Muslim Film Demonstration 2012,CG,no links,,,,
29,PlotBEL14,Filières Somaliennes 2012,CG,no specific links to any org,,,,
30,PlotBEL15,Brussels Al-Shabaab Recruitment Cell 2012,CG,,"OrgINT70 ""Recruitment Supported By"" PlotBEL15",,,
31,PlotBEL16,European Attacks Plot 2013,CG,no links,,,,
32,PlotBEL17,Weapons Possession - Adam 2013,CG,no links,,,,
33,PlotBEL18,Al Qaeda Kleine Brogel Plot 2001,CG,,"OrgINT20 ""Director of"" PlotBEL18",,,
34,PlotBEL19,Online AQ Propaganda 2005,CG,,"OrgINT20, OrgBEL8 ""Supporter of"" PlotBEL19",,,
35,PlotBEL2,Belgian GIA Network 1998,CG,,"OrgINT7 ""Director of"" PlotBEL2",,,
36,PlotBEL20,EU HQ Plot 2008,CG,no links,,,,
38,PlotBEL22,Massoud Assassination 2001,CG,,"OrgINT20 ""Director of"" PlotBEL22",,,
39,PlotBEL23,Jewish Museum Shooting 2014,CG,,"OrgINT41 ""Inspiration for"" PlotBEL23",,,
40,PlotBEL24,Verviers Network,CG,,,,,
756,PlotBEL25,Brussels Bombings 2016,CG,no links,,,,
777,PlotBEL27,Brussels Euro2016 Attack,CG,no links,,,,
801,PlotBEL28,2016 Machete Attack in Charleroi,CG,,"OrgINT41 ""Claims responsibility for"" PlotBel28",,,
804,PlotBEL29,Police Stabbing in Schaerbeek,CG,no links,,,,
41,PlotBEL3,Philips Tower Plot 2003,CG,no links,,,,
872,PlotBEL30,Soccer Match Viewing Party Attack,CG,no links,,,,
175,PlotBEL31,Syria Foreign Fighter Recruitment 2013,CG,no specific links,,,,
876,PlotBEL32,Liege Attack 2018,CG,no links,,,,
935,PlotBEL33,Antwerp Planned Car attack 2017,CG,no links,,,,
188,PlotBEL34,European Parliament Attack 2001,CG,,"OrgINT8, OrgGER31 ""Financial/Logistical Supporter of"" PlotBEL34",,,
342,PlotBEL35,Villeroux Arms Trafficking 1995,CG,,"OrgINT7 ""Financial/Logistical Supporter of"" PlotBel35",,,
42,PlotBEL4,Belgium Global Relief Fund Support 2006,CG,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotBEL4",,,
43,PlotBEL5,Operation Trabak 2007,CG,no links,,,,
44,PlotBEL6,Belliraj Terror Support Network 2003,CG,no links,,,,
45,PlotBEL7,Filières Afghanes Recruitment in Belgium 2008,CG,no specific links,,,,
46,PlotBEL8,Filières Afghanes EU Summit 2008,CG,no links,,,,
47,PlotBEL9,Sharia4Belgium Belgian Targets 2010,CG,,"OrgBEL2 ""Recruiting for"" PlotBEL9",,,
48,PlotCN1,US Attack intel for Toronto 18 2006,CG,no links,,,,
49,PlotCN11,Canadian Parliament Shootings 2014,CG,no links,,,,
50,PlotCN12,Saint Jean sur Richelieu Ramming Attack 2014,CG,no links,,,,
51,PlotCN13,Ottawa Larmond Twins Terror Conspiracy 2015,CG,no links,,,,
52,PlotCN14,US Consulate in Toronto 2015,CG,no links,,,,
869,PlotCN16,VIA Rail Derailment Plot,CG,no links,,,,
920,PlotCN17,Toronto Knife Attack,CG,no links,,,,
932,PlotCN18,2013 Twin Cities Somali Foreign Fighter Cell,CG,,"OrgINT41 ""Recruiting for"" PlotCN18",,,
936,PlotCN19,Edmonton Attack 2017,CG,no links,,,,
53,PlotCN2,Austrian Bomb Plot Support 2007,CG,no links,,,,
940,PlotCN20,2020 Toronto Hammer Attack,CG,no links,,,,
54,PlotCN3,Project Samosa 2010,CG,no specific links,,,,
55,PlotCN4,Canada Day Plot 2013,CG,no links,,,,
56,PlotCN5,Toronto Somali Foreign Fighter Network 2009,CG,,"OrgINT70 ""Recruitment Supported By"" PlotCN5",,,
57,PlotCN6,Canada Millennium Cell 1999,CG,,"OrgINT20, OrgFR7 ""Supporter of"" PlotCN6",,,
58,PlotCN7,Toronto 18 Plot 2006,CG,no links,,,,
59,PlotCN8,Canadian Secret Trial Five Cell 2003,CG,no links,,,,
60,PlotCN9,Air France Bomb Plot 2009,CG,no links,,,,
61,PlotDK1,Iraq Recruitment Ring 2008,CG,no links,,,,
62,PlotDK10,Westergaard Axe Attack 2010,CG,,"OrgINT70 ""Inspiration for"" PlotDK10",,,
63,PlotDK11,Hotel Jorgensen Bomb Plot 2010,CG,no links,,,,
64,PlotDK12,Jyllands-Posten Copenhagen Plot 2010-I,CG,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotDK12",,,
64,PlotDK12,Jyllands-Posten Copenhagen Plot 2010-I,CG,,"OrgINT58 ""Supporter of"" PlotDK12",,,
65,PlotDK13,Jyllands-Posten Mumbai-style Plot-Copenhagen 2010,CG,no links,,,,
66,PlotDK14,Copenhagen Assault Rifle Plot 2012,CG,no links,,,,
67,PlotDK15,Jyllands-Posten Aarhus Plot 2012,CG,,"OrgINT70 ""Recruitment supported by"" PlotDK15",,,
67,PlotDK15,Jyllands-Posten Aarhus Plot 2012,CG,,"OrgINT70 ""Financially/Logistically Supported By"" PlotDK15",,,
68,PlotDK16,Yahya Hassan Assault 2014,CG,,"OrgDK1 ""Supporter of"" PlotDK16",,,
69,PlotDK17,Assasination attempt against Hedegaard Plot 2013,CG,,"OrgINT41 ""Supporter of"" PlotDK17",,,
70,PlotDK18,Oslo Cell Jyllands-Posten Bomb Plot 2010,CG,no links,,,,
71,PlotDK19,Pia Kjaergaard Threats 2010,CG,no links,,,,
72,PlotDK2,Mansour Terror Propaganda 2013,CG,no links,,,,
73,PlotDK20,Copenhagen Shootings 2015,CG,,"OrgINT41 ""Inspiration for"" PlotDK20",,,
74,PlotDK21,Hizb-ut Tahrir funding 2012,CG,,"OrgINT28 ""Financially/Logistically Supported By"" PlotDK21",,,
75,PlotDK22,Danish Syrian Association Threats 2013,CG,,"OrgDK1 ""Director of"" PlotDK22",,,
760,PlotDK23,Operation Kundby 2016,CG,no links,,,,
76,PlotDK3,Jyske Bank Robbery 2001,CG,,"OrgINT8 ""Financial/Logistical Supporter of"" PlotDK3",,,
77,PlotDK4,Attack Plot in Sarajevo 2005,CG,no links,,,,
79,PlotDK6,Vollsmose Group 2006,CG,no links,,,,
80,PlotDK7,Copenhagen Bomb Plot 2007,CG,,"OrgINT20 ""Supporter of"" PlotDK7",,,
81,PlotDK8,Westergaard Assassination Plot I 2008,CG,no links,,,,
82,PlotDK9,Mickey Mouse Plot 2009,CG,,"OrgINT51 ""Director of"" PlotDK9",,,
83,PlotFIN1,Helsinki Bomb Plot 2011,CG,no links,,,,
84,PlotFIN2,Al-Shabaab Helsinki Financing and Recruitment 2011,CG,,"OrgINT70 ""Financially/Logistically Supported by"" PlotFIN2",,,
929,PlotFIN3,2017 Turku Attack,CG,,"OrgINT41 ""Inspiration For"" PlotFIN3",,,
85,PlotFR1,Stade de France 1998,CG,,"OrgINT8 ""Director of"" PlotFR1",,,
86,PlotFR10,Cherifi Terrorism Financing 2000,CG,,"OrgFR11, OrgFR3 ""Financially/Logistically Supported By"" PlotFR10",,,
87,PlotFR100,Grenoble Syria Recruitment 2014,CG,no links,,,,
88,PlotFR101,GIA Recruitment 1998,CG,,"OrgINT7 ""Recruitment Supported By"" PlotFR101",,,
89,PlotFR102,GIA Christmas 1995,CG,,"OrgINT7 ""Director of"" PlotFR102",,,
90,PlotFR104,Strasbourg Foreign Fighter Recruitment 2014,CG,no links,,,,
91,PlotFR105,Charlie Hebdo Shootings 2015,CG,,"OrgINT83 ""Supporter of"" PlotFR105",,,
92,PlotFR106,Nice Knife Attack 2015,CG,no links,,,,
93,PlotFR107,Cannes Returnees Plot 2014,CG,,"OrgINT41 ""Inspiration for"" PlotFR107",,,
94,PlotFR108,Nice Returnee Plot 2014,CG,no links,,,,
95,PlotFR109,Pakistan Foreign Fighters Plot 2014,CG,,"OrgINT61 ""Recruitment Supported By""",,,
96,PlotFR11,Fundraising for Jailed Paris Metro Bombers 2000,CG,,,,,
97,PlotFR110,France Train Attack 2015,CG,no links,,,,
732,PlotFR111,Lyon Beheading 2015,CG,,"OrgINT41 ""Inspiration For"" PlotFR111",,,
745,PlotFR112,Paris Attacks 2015,CG,,"OrgINT41 ""Claims Responsbility For"" PlotFR112",,,
746,PlotFR113,Paris Church Plot 2015,CG,,"OrgINT41, OrgINT20 ""Inspiration For"" PlotFR113",,,
748,PlotFR114,Valence Mosque Attack 2016,CG,no links,,,,
750,PlotFR115,Toulon Naval Base Plot 2015,CG,no links,,,,
758,PlotFR116,Bastille Day Attack 2016,CG,,"OrgINT41 ""Inspiration For"" PlotFR116",,,
759,PlotFR117,Magnanville Murders 2016,CG,no links,,,,
763,PlotFR118,Normandy Church Attack 2016,CG,no links,,,,
780,PlotFR119,Bombing Attempt in La Defense and Charles de Gaulle 2015,CG,no links,,,,
98,PlotFR12,Paris Dakar Race Plot 2001,CG,no links,,,,
783,PlotFR120,Lyon Anti-Semitism Conference attack 2014,CG,no links,,,,
785,PlotFR121,Paris Police Station Attack 2016,CG,,"OrgINT41 ""Inspiration For"" PlotFR121",,,
786,PlotFR122,Marseilles Sleeper Cell 2016,CG,,"OrgINT41 ""Supporter of"" PlotFR122",,,
787,PlotFR123,Strasbourg Sleeper Cell 2016,CG,no links,,,,
791,PlotFR124,Port Vendres Plot 2015,CG,,"OrgINT41 ""Supporter of"" PlotFR124",,,
798,PlotFR125,Stade de France Attack 2015,CG,,"OrgINT41 ""Supporter of"" PlotFR125",,,
802,PlotFR128,Notre Dame Car Bombing 2016,CG,,"OrgINT41 ""Supporter of"" PlotFR128",,,
803,PlotFR129,Orly Airport Attack 2017,CG,no links,,,,
99,PlotFR13,GIA Passport Trafficking 2002,CG,,"OrgINT7 ""Financially/Logistically Supported by"" PlotFR13",,,
805,PlotFR130,12th Arrondissement Stabbings 2016,CG,no links,,,,
810,PlotFR131,Louvre Attack,CG,no links,,,,
829,PlotFR132,Saint-Pierre Nightclub Attack 2015,CG,no links,,,,
830,PlotFR133,Reunion Recruitment Cell 2015,CG,,"OrgINT41 ""Recruitment supported by"" PlotFR133",,,
831,PlotFR134,Champs-Élysées Attack 2017,CG,no links,,,,
834,PlotFR135,Assasination of Rector of Paris Mosque,CG,no links,,,,
853,PlotFR136,2015 Paris Kosher supermarket attack,CG,no links,,,,
854,PlotFR137,Champs Elysees Police Officer Attack 2017,CG,no links,,,,
859,PlotFR138,Paris Gas Cylinder Plot 2018,CG,no links,,,,
865,PlotFR139,Carcassonne and Trebes Attack 2018,CG,no links,,,,
100,PlotFR14,GSPC Foreign Fighter Recruitment & Support Cell 2002,CG,,"OrgINT8 ""Financially/Logistically Supported by"" PlotFR14",,,
875,PlotFR140,The Lagny-sur-Marne Mosque Recruitment 2013,CG,,"OrgINT41, OrgINT76 ""Recruitment Supported By"" PlotFR140",,,
882,PlotFR141,2017 Gare du Nord Attack,CG,,"OrgINT41 ""Inspiration For"" PlotFR141",,,
889,PlotFR142,Paris Knife Attack 2018,CG,no links,,,,
890,PlotFR143,Swinger's Club Attack in Loiret Region 2018,CG,no links,,,,
891,PlotFR144,Attack against Homosexuals 2018,CG,,"OrgINT41 ""Inspiration For"" PlotFR144",,,
902,PlotFR145,Strasbourg Christmas Market Attack 2018,CG,,"OrgINT41 ""Claims Responsibility For"" PlotFR145",,,
912,PlotFR146,Paris Ricin Plot 2018,CG,no links,,,,
913,PlotFR147,2017 Marseille Knife Attack,CG,,"OrgINT41 ""Claims Responsibility For"" PlotFR147",,,
931,PlotFR148,2019 Condé Sur Sarthe Prison Stabbing,CG,no links,,,,
937,PlotFR149,Paris Police Headquarters Attack 2019,CG,no links,,,,
101,PlotFR15,CMDF Dahmane Assault 2002,CG,no links,,,,
287,PlotFR150,Sonacotra support cell 1996,CG,,"OrgINT7 ""Financially/Logistically Supported By"" PlotFR150",,,
942,PlotFR151,France Cryptocurrency Network,CG,,"OrgINT20, OrgINT41 ""Financially/Logistically Supported By"" PlotFR151",,,
286,PlotFR152,Stade de France Cell 1998,CG,,"OrgFRA7 ""Financially/Logistically Supported By"" PlotFR152",,,
439,PlotFR153,Shoe-Bomb 2001,CG,no links,,,,
947,PlotFR154,2020 Murder of Samuel Paty,CG,no links,,,,
950,PlotFR155,2020 Paris Stabbing Attack,CG,no links,,,,
952,PlotFR156,2020 Nice Stabbing,CG,no links,,,,
955,PlotFR157,2021 Rambouillet Knife Attack,CG,no links,,,,
956,PlotFR158,France Bombing Attempt 2017,CG,,"OrgINT41 ""Inspiration For"" PlotFR158",,,
102,PlotFR16,Indonesian Embassy in Paris Bombing 2004,CG,no links,,,,
103,PlotFR17,Iraq Jihad Recruitment 2005,CG,no specific links,,,,
104,PlotFR18,Ansar al-Fath Network France 2005,CG,no links,,,,
106,PlotFR2,Chechen Recruitment Ring 2002,CG,no links,,,,
107,PlotFR20,Iraq Jihad Recruitment in Paris 2005,CG,no links,,,,
108,PlotFR21,Cherifi Jihadist Plot Financing in France 2005,CG,no links,,,,
109,PlotFR22,Iraq Jihad Recruitment Plot in Toulouse 2007,CG,no links,,,,
110,PlotFR23,Montauban Iraq Jihad Travel Arrests 2007,CG,no links,,,,
111,PlotFR24,Iraq Jihad Recruitment 2 2007,CG,no links,,,,
112,PlotFR25,AQIM Paris Support Cell 2007,CG,,"OrgINT8 ""Financially/Logistically Supported by"" PlotFR25",,,
114,PlotFR27,Jihad Training Camp 2008,CG,no links,,,,
115,PlotFR28,IMU Financing Ring 2008,CG,,"OrgINT81 ""Director of"" PlotFR28",,,
115,PlotFR28,IMU Financing Ring 2008,CG,,"OrgINT20 ""Financially/Logistically Supported By"" PlotFR28",,,
116,PlotFR29,Rennes Shopping Mall Plot 2008,CG,,,,,
117,PlotFR3,Stade de France 2001,CG,,"OrgINT8 ""Director of"" PlotFR3",,,
118,PlotFR30,Toulouse Synagogue Plot 2009,CG,no links,,,,
119,PlotFR31,Filieres Afghanes Minbar Forum Rectruitment in France 2009,CG,,"OrgBEL8 ""Director of"" PlotFR31",,,
120,PlotFR32,CERN plot 2009,CG,,"OrgINT8 ""Director of"" PlotFR32",,,
121,PlotFR33,Terrorism Incitement - El-Soudany 2010,CG,no links,,,,
122,PlotFR34,Ansar al-Haqq online recruitment 2010,CG,,"OrgINT87 ""Director of"" PlotFR34",,,
122,PlotFR34,Ansar al-Haqq online recruitment 2010,CG,,"OrgINT1 ""Recruitment Supported By"" PlotFR34",,,
123,PlotFR35,Moroccan AQ Internet recruitment 2010,CG,,"OrgINT20 ""Recruitment Supported By"" PlotFR35",,,
124,PlotFR36,France Chechnya terror probe 2010,CG,,,,,
125,PlotFR37,Forsane Alizza Limoges Terror Incitement Demonstration 2010,CG,,"OrgFR6 ""Director of"" PlotFR37",,,
126,PlotFR38,European Mumbai Plot 2010,CG,,"OrgINT20 ""Director of"" PlotFR38",,,
127,PlotFR39,Marseilles Terror Support 2010,CG,no links,,,,
128,PlotFR4,Eiffel Tower Plot 2005,CG,no links,,,,
129,PlotFR40,Boubakeur Assassination Plot 2010,CG,,,,,
130,PlotFR41,France Niqab Demonstration 2011,CG,,"OrgFR6 ""Supporter of"" PlotFR41",,,
131,PlotFR42,Rashid Jemmah Islamiyya Recruitment Cell 2011,CG,,"OrgINT17 ""Recruitment Supported By"" PlotFR42",,,
132,PlotFR43,France Jihad Recruitment Cell 2011,CG,no links,,,,
133,PlotFR44,Nice Caucasus Emirate Support Cell 2011,CG,no links,,,,
134,PlotFR45,Diaby Nice Recruitment 2011,CG,no links,,,,
135,PlotFR46,Facebook Bomb Threats 2012,CG,no links,,,,
136,PlotFR47,Indonesian Embassy in Paris Bomb 2012,CG,no links,,,,
137,PlotFR48,Toulouse and Montauban Shootings 2012,CG,no links,,,,
138,PlotFR49,Forsane Alizza Kidnapping Plot and Arrests 2012,CG,,"OrgFR6 ""Director of"" PlotFR49",,,
139,PlotFR5,Terrorism Incitement Heraz 2005,CG,no links,,,,
140,PlotFR50,Forsane Alizza Foreign Fighters 2012,CG,,"OrgFR6 ""Recruitment Supported By"" PlotFR50",,,
141,PlotFR51,Toulon Online Recruitment 2012,CG,,"OrgINT20, OrgINT43 ""Recruitment Supported By"" PlotFR51",,,
142,PlotFR52,Rouen Online Recruitment 2012,CG,no links,,,,
143,PlotFR53,Paris anti-Muslim Film Demonstration 2012,CG,no links,,,,
144,PlotFR54,Sarcelles Kosher Shop Attack 2012,CG,no links,,,,
145,PlotFR55,Hebdo Beheading Threat 2012,CG,no links,,,,
146,PlotFR56,Marseilles Terror Support Cell 2010,CG,no links,,,,
147,PlotFR57,Marignane Bomb Plot 2013,CG,no links,,,,
148,PlotFR58,La Defense Attack 2013,CG,no links,,,,
149,PlotFR59,Sylla Cell Public Figure Attack Plot 2013,CG,no links,,,,
150,PlotFR6,Terrorism Incitement Abdelhamid 2005,CG,no links,,,,
151,PlotFR60,Southern France Jihad recruitment 2013,CG,no links,,,,
152,PlotFR61,Trappes Riot 2013,CG,no links,,,,
153,PlotFR62,GIA Forgery and Trafficking Ring 2001,CG,,"OrgINT7 ""Financially/Logistically Supported By"" PlotFR62",,,
155,PlotFR64,Coupe du Monde 1998,CG,,"OrgINT7 ""Director of"" PlotFR64",,,
156,PlotFR65,GSPC Euro 2000 Plot,CG,,"OrgINT8 ""Director of"" PlotFR65",,,
157,PlotFR66,Jihad Support Network 2002,CG,,,,,
158,PlotFR67,Iraq Jihad Recruitment in Montpellier 2005,CG,no links,,,,
159,PlotFR68,Forsane Alizza McDonald's Incitation 2010,CG,,"OrgFR6 ""Director of"" PlotFR68",,,
160,PlotFR69,MJIM Moroccan Attacks 1995,CG,,"OrgFR15 ""Director of"" PlotFR69",,,
161,PlotFR7,Air France Flight 8969 Hijacking 1994,CG,,"OrgINT7 ""Director of"" PlotFR7",,,
162,PlotFR70,French assassination targets and terror support 1999,CG,,"OrgINT7 ""Financially/Logistically Supported By"" PlotFR70",,,
165,PlotFR73,GICM Brinks Armored Truck Robbery 2004,CG,,"OrgINT48 ""Financially/Logistically Supported By"" PlotFR73",,,
166,PlotFR74,Intelligence Service (DST) Paris Bomb Plot 2008,CG,,"OrgBEL8 ""Director of OrgBEL8",,,
168,PlotFR76,Terrorism Incitement France 2004,CG,no links,,,,
169,PlotFR77,AQ Terrorism Recruitment 2008,CG,,"OrgINT20 ""Recruitment Supported By"" PlotFR77",,,
170,PlotFR78,Belkacem Jail Break Plot 2010,CG,,"OrgINT7 ""Supporter of"" PlotFR78",,,
171,PlotFR79,US Embassy in Paris 2001,CG,no links,,,,
172,PlotFR80,Ansar al-Haqq Terrorism Incitement 2013,CG,,"OrgINT87 ""Director of"" PlotFR80",,,
173,PlotFR81,Paris Cell Convenience Store Robbery 2013,CG,no links,,,,
174,PlotFR82,Jewish School Death Threats II 2012,CG,no links,,,,
176,PlotFR84,Saint-Michel RER Station GIA Bombing 1995,CG,,"OrgINT7 ""Director of"" PlotFR84",,,
177,PlotFR85,GIA Sahraoui Assassination 1995,CG,,"OrgINT7 ""Director of"" PlotFR85",,,
178,PlotFR86,GIA Arc de Triomphe Bomb 1995,CG,,"OrgINT7 ""Director of"" PlotFR86",,,
179,PlotFR87,GIA Lyon Railway Bombing 1995,CG,,"OrgINT7 ""Director of"" PlotFR87",,,
180,PlotFR88,GIA 11th Arrondissement Market Bombing 1995,CG,,"OrgINT7 ""Director of"" PlotFR88",,,
181,PlotFR89,Lyon School Car Bombing 1995,CG,,"OrgINT7 ""Director of"" PlotFR89",,,
182,PlotFR90,Maison Blanche Station Bombing 1995,CG,,"OrgINT7 ""Director of"" PlotFR90",,,
183,PlotFR91,Musee d'Orsay Station Bombing 1995,CG,,"OrgINT7 ""Director of"" PlotFR91",,,
184,PlotFR92,GIA Port Royal Station Bombing 1996,CG,,"OrgINT7 ""Director of"" PlotFR92",,,
186,PlotFR94,Roubaix Gang G7 Plot 1996,CG,,"OrgINT7 ""Director of"" PlotFR94",,,
187,PlotFR95,Strasbourg Christmas Market Attack 2000,CG,,"OrgINT8 ""Financial/Logistical Supporter of"" PlotFR95",,,
189,PlotFR97,Operation Chrysantheme 1993,CG,no links,,,,
190,PlotFR98,Savoie Recruitment Deportation 2014,CG,,"OrgINT41 ""Recruitment Supported By"" PlotFR98",,,
852,PlotFR99,Cannes-Torcy cell,CG,,,,,
191,PlotGER1,German Tawhid cell 1999,CG,,"OrgINT20 ""Financially/Logistically Supported By"" PlotGER1",,,
192,PlotGER10,Die Welt Editor Murder Plot 2006,CG,no links,,,,
193,PlotGER11,Cologne Train Bombing 2006,CG,no links,,,,
194,PlotGER12,AQ Propaganda - Raschid 2006,CG,,"OrgINT20 ""Inspiration For"" PlotGER12",,,
195,PlotGER13,IJU Sauerland Recruitment 2007,CG,,"OrgINT89 ""Recruitment Supported By"" PlotGER13",,,
196,PlotGER14,German Taliban Support Network 2007,CG,,"OrgINT20 ""Financially/Logistically Supported By"" PlotGER14",,,
197,PlotGER15,Operation Alberich 2007,CG,no links,,,,
198,PlotGER16,IJU Sauerland Support Cell 2008,CG,,"OrgINT89 ""Financially/Logistically Supported By"" PlotGER16",,,
199,PlotGER17,German Taliban Oktoberfest plot 2009,CG,no links,,,,
200,PlotGER18,Oktoberfest plot 2009,CG,,"OrgINT20 ""Inspiration For"" PlotGER18",,,
201,PlotGER19,European Mumbai Plot - Hamburg cell 2009,CG,no links,,,,
202,PlotGER2,IJU Fundraising 2008,CG,,"OrgINT89 ""Financially/Logistically Supported By"" PlotGER2",,,
203,PlotGER20,German Taliban Fundraising 2010,CG,,"OrgGER17 ""Financially/Logistically Supported By"" PlotGER20",,,
204,PlotGER21,Islambruderschaft online recruitment 2010,CG,,"OrgINT81, OrgINT29 ""Recruitment Supported By"" PlotGER21",,,
205,PlotGER22,Mountain Village Robberies 2011,CG,no links,,,,
206,PlotGER23,Germany Bomb Making Attempt 2011,CG,,"OrgINT29 ""Inspiration For"" PlotGER23",,,
207,PlotGER24,Frankfurt Airport Shooting 2011,CG,no links,,,,
208,PlotGER25,Dusseldorf Mosque Standoff 2011,CG,no links,,,,
209,PlotGER26,Cologne Bomb Plot 2011,CG,,"OrgINT20 ""Director of"" PlotGER26",,,
210,PlotGER27,Oktoberfest Threats 2011,CG,no links,,,,
211,PlotGER28,Bundestag Plot 2011,CG,no links,,,,
212,PlotGER29,Jamaat Shariat Chechen Forgery Ring 2011,CG,,"OrgUS35 ""Financially/Logistically Supported By"" PlotGER29",,,
213,PlotGER3,Frankfurt Shootout 1999,CG,,"OrgINT7 ""Inspiration For"" PlotGER3",,,
214,PlotGER30,Dover Terrorism Material 2011,CG,no links,,,,
215,PlotGER31,German Taliban Berlin Chemical Bomb 2011,CG,no links,,,,
216,PlotGER32,Deutschlandfest Plot 2011,CG,no links,,,,
217,PlotGER33,German Taliban Schneider Escape Plot 2010,CG,no links,,,,
218,PlotGER34,Bonn Train Station Pipe Bomb 2012,CG,no links,,,,
219,PlotGER35,Merkel Threats 2013,CG,no links,,,,
220,PlotGER36,Markus Beisicht Murder Plot 2013,CG,no links,,,,
221,PlotGER37,Bonn Train Station Bomb Plot 2013,CG,,"OrgINT29 ""Inspiration For"" PlotGER37",,,
222,PlotGER38,Kurdish Network Delivery Truck Kidnapping 2001,CG,no links,,,,
223,PlotGER39,Kurdish Network Allawi Assassination Plot 2004,CG,no links,,,,
224,PlotGER4,9/11 Hamburg Cell 2001,CG,,,,,
225,PlotGER40,Jewish Targets in Germany 2002,CG,no links,,,,
226,PlotGER41,Munster Department Store Plot 2001,CG,no links,,,,
227,PlotGER42,IJU Youtube Propaganda 2010,CG,,"OrgINT89 ""Supporter of"" PlotGER42",,,
228,PlotGER43,Islamic Hacker Union Propaganda 2012,CG,,"OrgINT20 ""Recruitment Supported By"" PlotGER43",,,
229,PlotGER44,IJU Ulm Recruitment Plot 2010,CG,,"OrgINT89 ""Recruitment Supported By"" PlotGER44",,,
230,PlotGER45,IJU Recruitment 2008,CG,,"OrgINT20, OrgINT89 ""Finacially/Logistically Supported By"" PlotGER45",,,
231,PlotGER46,German Targets Cell 2002,CG,no links,,,,
232,PlotGER47,Sauerland Plot Balkan Support Cell 2009,CG,no links,,,,
234,PlotGER49,IJU Bonn Foreign Fighter Network 2009,CG,,"OrgINT89 ""Recruitment supported by"" PlotGER49",,,
235,PlotGER5,Spangdahlem Air Force base plot 2002,CG,,"OrgINT89 ""Director of"" PlotGER5",,,
236,PlotGER50,Bonn Demonstration Police Stabbing 2012,CG,no links,,,,
237,PlotGER51,Sudan Training Camp Foreign Fighter Recruitment 2007,CG,no links,,,,
238,PlotGER52,Heidelberg US Army HQ Bomb Plot 2002,CG,no links,,,,"""Financial/Logistical Supporter of"""
755,PlotGER54,Frankfurt Airport Plot 2006,CG,no links,,,,"""Inspiration for"""
761,PlotGER55,Würzburg Axe Attack 2016,CG,,"OrgINT41 ""Inspiration for"" PlotGER55",,,"""Claimed responsibility for"""
762,PlotGER56,Ansbach Music Festival Bombing 2016,CG,,"OrgINT41 ""Claimed responsibility for"" PlotGER56",,,"""Director of"""
767,PlotGER57,Heinrich-Heine-Allee Attempted Bombing 2016,CG,no links,,,,"""Recruitment supported by"" "
778,PlotGER58,Düsseldorf Sleeper Cell 2016,CG,,"OrgINT41 ""Director of"" PlotGER58",,,"""Financially/Logistically supported by"""
792,PlotGER59,Berlin Christmas Market 2016,CG,no links,,,,
240,PlotGER6,Berlin Demonstration Bomb Plot 2003,CG,no links,,,,
793,PlotGER60,Essen Sikh Temple attack 2016,CG,no links,,,,
813,PlotGER61,Dortmund BVB Bus Attack 2017,CG,,"OrgINT41 ""Inspiration for"" PlotGER61",,,
815,PlotGER62,Northeim Police Bombing,CG,no links,,,,
825,PlotGER63,Limbecker Platz Bomb Plot 2017,CG,no links,,,,
848,PlotGER64,Hamburg Supermarket Knife Assault 2017,CG,no links,,,,
850,PlotGER65,Amatullah Verein Fundraising Ring,CG,,"OrgINT41, OrgINT75, OrgINT77 ""Financially/Logistically supported by"" PlotGER65",,,
867,PlotGER66,Stuttgart Arrest 2015,CG,,"OrgINT75 ""Financially/Logistically supported by"" PlotGER66",,,
880,PlotGER67,Al-Furqan Mosque Radicalization Cell,CG,no links,,,,
888,PlotGER68,2018 Cologne Ricin Plot,CG,no links,,,,
893,PlotGER69,Attack against Intelligence Staff in Germany 2017,CG,,"OrgINT41 ""Inspiration for"" PlotGER69",,,
241,PlotGER7,LaReunion Island Base 2003,CG,,"OrgINT20 ""Inspiration for"" PlotGER7",,,
938,PlotGER70,Checkpoint Charlie Cell Attack 2016,CG,no links,,,,
939,PlotGER71,2018-2019 Attempted Train Derailments,CG,,"OrgINT41 ""Inspiration for"" PlotGER71",,,
945,PlotGER72,Essen Foiled Attack 2017,CG,no links,,,,
949,PlotGER73,2020 Dresden Stabbing Attack,CG,no links,,,,
957,PlotGER74,Dresden Knife Attack 2020,CG,no links,,,,
242,PlotGER8,Ansar al-Islam Kurdish Network Fundraising 2003,CG,,"OrgINT20, OrgINT39 ""Financially/Logistically supported by"" PlotGER8",,,
243,PlotGER9,AQ Recruitment Network Germany 2005,CG,,"OrgINT20 ""Financially/Logistically supported by"" PlotGER9",,,
